train_loss,test_loss
0.5424838351351874,0.5461642708097185
0.09106000495542373,0.028485823422670364
0.027010895977062837,0.027670518521751675
0.026583692072225468,0.027362738336835588
0.02609078430437616,0.025977964592831474
0.02253647417362247,0.019945699774793216
0.0167589260065662,0.016845503209957053
0.01458626130063619,0.015911606566182204
0.013472875566887005,0.015299060461776598
0.012857962758945567,0.015091073566249438
0.01242611439499472,0.014395844164703573
0.012067839317023755,0.014433117157646587
0.011622024407344205,0.014203008769878319
0.011373420445514577,0.013976337068847247
0.011182508231805903,0.013805428519845009
0.011103751976042986,0.01384133430463927
0.011031339397387846,0.013472621249301093
0.010910207791520016,0.01390699345086302
0.010789228862683688,0.013601703595902239
0.010671030603615302,0.01359153360660587
0.010671234257253153,0.013724589959851333
0.01054936882241496,0.013303534101162638
0.010437913817752685,0.013287753638412272
0.010402985336259007,0.013828725899968829
0.010326302610337734,0.01313914353294032
0.010204320114904216,0.01326418308807271
0.01012788597893502,0.013006263226270676
0.010045779197077666,0.013349279947578906
0.009942082734778524,0.013178696802684239
0.00992087384552828,0.012963852392775671
0.009852905152365565,0.012975413538515567
0.00978044528913285,0.012878613679536752
0.00972030350406255,0.013434114892567907
0.009740626665630511,0.012886601313948632
0.009629730035417847,0.012711892356829985
0.009538326019953405,0.012977382035127707
0.009519260596217854,0.012847499336515154
0.0094980606077505,0.013014204321163042
0.009428170902122343,0.013053563982248306
0.009394391080630678,0.012485557688134058
0.009359292346718055,0.012740290617304188
0.009291483568293707,0.012651457743985312
0.00928106017277709,0.012663667782076768
0.009211609785311988,0.0128407214901277
0.009197640139609576,0.01229484576199736
0.009154574533126184,0.012596322037279607
0.00912287259873535,0.012465197592973709
0.0091046157825206,0.012556583460952555
0.009038811529587422,0.012916901095637253
0.009012059321893112,0.012354753645403045
0.008959422253870539,0.012525314731257302
0.008937527545328651,0.012390097071017538
0.008929785833294903,0.012167620632265294
0.008900961612484284,0.012116761745086737
0.008880927992452468,0.012441493012011052
0.008844985327284251,0.012281231183026518
0.008842255707298007,0.012631282715925148
0.008803458352174078,0.01237320734986237
0.008753211643280728,0.012438914233020374
0.008736604665006911,0.0123894316809518
0.008713569937806044,0.01230664396924632
0.00867811804637313,0.012093619470085417
0.008673337055370212,0.012220950105360576
0.008630077367914574,0.01207074336707592
0.008582186126815421,0.012350465304085187
0.008576553561059491,0.011928348802030087
0.008588028818901096,0.012225032917090825
0.008564979556415763,0.012105288223496505
0.008524387116943087,0.012047403598470348
0.008503311819263866,0.012219465151429177
0.008488666146461453,0.012320693608905588
0.008457184942173106,0.012013493105769157
0.0084675261285156,0.012556522499237742
0.008422179899311492,0.012343826251370565
0.008425833391291755,0.012424637882837227
0.008394228307796375,0.012243250225271498
0.008369068272544869,0.012073857550110137
0.008330805180594324,0.012226747774652073
0.008331511954643897,0.01212827315820115
0.008301202414025153,0.012030011947665896
0.008293355795155678,0.011998536118439266
0.008275121882823961,0.01217082536646298
0.008251201358091619,0.012125101312994957
0.008232422977952021,0.012209134016718184
0.008192613418214024,0.012167354194181306
0.008195993527104812,0.012160612882247993
0.008166764965946122,0.012223662595663752
0.00815101558276053,0.012007827231926577
0.00811082823202014,0.01188915619360549
0.008100004820153116,0.012122450662510735
0.008085497265814671,0.011829075030982494
0.008066243462131492,0.012054589949548245
0.008039642008952796,0.012240389894161905
0.008008667400905065,0.012055454376552786
0.008009743258090956,0.01196284701249429
0.007987070030399732,0.012153477248336588
0.007955756374368711,0.011974157632461615
0.00793656214872109,0.0120719509731446
0.007932516520044633,0.012030774434762342
0.007900991244241595,0.012022936397365161
0.00788510934050594,0.012087724490889481
0.007879491752412702,0.012134943077606814
0.00783852812767561,0.011882783791848591
0.00782427854636418,0.012215420337659972
0.007820661795059485,0.011976807032312665
0.0077899712537016184,0.012546809523233346
0.007783872694043177,0.012104167443300997
0.007775456993840635,0.01199033550385918
0.007762131514027715,0.01191423133547817
0.007731420227459498,0.012039078106837613
0.0077102234054889,0.011981790246708052
0.007702758053450712,0.011941571427243097
0.007688821626028844,0.012256854905613832
0.007664074592425355,0.0118923938700131
0.007642573454151196,0.012243080964045866
0.007637827527443213,0.012004903304789748
0.007613058587802308,0.01233526606644903
0.007606131310707757,0.01201541932033641
0.007580118210587118,0.012339771086616175
0.0075856526016390745,0.011976374233407633
0.007575026729942432,0.011998934218926088
