train_loss,test_loss
0.5426717145102364,0.5446727176507314
0.1376258024679763,0.03151540851427449
0.02727147763861077,0.027136648901634745
0.02614702047514064,0.02688185404986143
0.026030363222318036,0.026813637154797714
0.0258800441931401,0.026660175890558295
0.025589708238840103,0.025951960641476843
0.024077683846865382,0.023429805516368814
0.020658359064587524,0.01911921136909061
0.01645807122279491,0.016914964912252292
0.014965063825781857,0.016262407569835585
0.014274759550711938,0.0159485074174073
0.01367244633979031,0.015859210449788306
0.013369761021541698,0.01534212033988701
0.01296682387058224,0.015455334706024991
0.01277980004836406,0.01459118729043338
0.012281649892351457,0.014248384887145625
0.011909914921436992,0.014138245075527165
0.011690133264554398,0.013867172516054578
0.011459705765758242,0.013564581103208993
0.011341647830392633,0.013375589210126135
0.011106937524995633,0.013468782158775462
0.011129711382091045,0.013392644623915354
0.010962046150650297,0.012999985625760423
0.010960632602551154,0.013268085196614265
0.010825054121336766,0.013116736171974076
0.010765346618635313,0.013163338932726119
0.010635693810348,0.013109172642644908
0.010703988093882798,0.012920776744269662
0.010603685730269976,0.012762955855578184
0.01049995253394757,0.013005821086052392
0.010489052973155465,0.012980669633381896
0.010423787044627326,0.012603856416212188
0.0104225033495043,0.012672706144965358
0.010312986067895378,0.012585201145460209
0.010334464960864612,0.013120203744620085
0.010254641994833946,0.012612851543558968
0.010225320860211337,0.012397456034604046
0.010164558900786297,0.012636631209817197
0.010143189730920961,0.012734748164398802
0.010067323741636106,0.01243489763389031
0.009997436829975673,0.012579757513271438
0.009985812101513147,0.012599124004029565
0.00993814758424248,0.012495541220737828
0.00989032740305577,0.012552513792696927
0.009908733383885452,0.012544905197703175
0.009867227489926985,0.012654576657546891
0.009836628527513573,0.01219045908914672
0.009739624469407968,0.012393620537800921
0.009769090238426413,0.01267027591044704
0.009720145378793989,0.01230603637587693
0.009629148431122303,0.012248295152352916
0.00960722833073565,0.01229090735109316
0.009625788086227008,0.012152723916288879
0.009585408893014704,0.012156698749297194
0.00954298267939261,0.01210156652248568
0.009496261352407082,0.012004070811801486
0.009482736885547637,0.012332204004956616
0.009471911803952284,0.012062763433075614
0.009438391562019076,0.012052367544836469
0.009448744024017028,0.012215158332967095
0.00938730523256319,0.01210220494411058
0.009458774687456234,0.012539803464379575
0.009395394088434322,0.012301236804988649
0.009377817064523697,0.012036649665484825
0.009338168374129704,0.01228422862995002
0.009321957241211619,0.012172008036739297
