train_loss,test_loss
0.5140549697875977,0.5086229098960757
0.10325732140243053,0.03595077502541244
0.034237654998898505,0.03412867174483836
0.03281048028171062,0.032303760293871164
0.03229540267586708,0.03146897646365687
0.03255575254559517,0.0326543120900169
0.03181880859285593,0.03264552174368873
0.03267111007869244,0.031442817009519786
0.031840927973389624,0.03069897723617032
0.032373162880539895,0.03296522988239303
0.03246831050515175,0.03153279348043725
0.03211000487208367,0.032487756572663784
0.03208324237167835,0.03165951621485874
0.0325037058442831,0.031519609794486314
0.031541745036840436,0.032149173552170396
0.0317046327739954,0.03076793736545369
0.03134063303470611,0.03156217420473695
0.03235619996488094,0.029637292842380702
0.0320310782045126,0.031976812053471804
0.030648690491914748,0.030743428273126483
0.03123724392056465,0.03174827870680019
0.030970865979790686,0.03350690775550902
0.031689527228474616,0.030426348093897104
0.0312163637727499,0.03223561146296561
0.03116507078707218,0.030681476986501366
0.03133609725534916,0.032184913638047874
0.030464926913380624,0.032001989253330976
0.030905084550380706,0.030021062353625894
0.03167314381897449,0.031109067611396313
0.031167393058538436,0.030490589037071913
0.03088718493282795,0.03217727364972234
0.030981802240014077,0.03033904853509739
0.030416795790195465,0.03173618938308209
0.03029151813685894,0.031720993865747005
0.030032583951950072,0.031647024559788406
0.031380891889333726,0.030493937840219587
0.030855374649167062,0.03127243655035272
0.031055732771754264,0.030606308893766254
0.030216431245207787,0.030319803045131266
0.030716073200106622,0.030320690479129553
0.030735722407698632,0.030230022908654064
0.030201532036066056,0.03308861132245511
0.0298933664560318,0.0312596156145446
0.030736969888210296,0.028357890900224447
0.0301666559278965,0.02951578958891332
0.029859088987112044,0.03066910494817421
0.030080555021762847,0.02805030415765941
0.03021498580276966,0.030489682336337864
0.02939069874584675,0.028911989531479776
0.029708880752325056,0.030100202653557062
0.029388979360461236,0.029944093839731067
0.028926074251532555,0.029850003018509597
0.02899714249372482,0.02913397757220082
0.028965334132313728,0.027869387180544436
0.027750146746635437,0.028413381369318813
0.027302389688789844,0.028602695325389504
0.027162881299853326,0.027303919021505862
0.0275798329859972,0.02793169260257855
0.027440340518951417,0.026890304230619222
